,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
0,0.9408196,0.9410844,0.9408312,0.94110674,0.94107985,0.94064486,0.9407456,0.9406517,0.9499525,0.94143045,0.9407548,0.9422609,0.9411032,0.9417187,0.9421729,0.9413,0.95027953,0.9428387,0.94208115,0.94179165,0.9413241,0.94128346,0.9427706,0.9422453,0.95310587,0.9423574,0.9418529,0.9417416,0.94164425,0.9411394,0.94166255,0.9416684,0.9432964,0.950387,0.9473991,0.9474821,0.95565903,0.94039345,0.94162416,0.9417603,0.94106334,0.94120836,0.9441133,0.94354755,0.9414773,0.94291925,0.94312054,0.9432811,0.9449013,0.9418903,0.9410297,0.94113064,0.94102454,0.9414195,0.94127345,0.94119,0.94146234,0.94123715,0.953743,0.94702935,0.9494235,0.9465281,0.9413072,0.9433977,0.9432855,0.95804304,0.9451253,0.9437721,0.954754,0.9431654,0.94278073,0.9421332,0.9424928,0.94130415,0.9415788,0.94111645,0.9444978,0.9419869,0.9424672,0.9527865,0.9409955,0.94215864,0.94256204,0.94310355,0.9447409,0.9477178,0.95930904,0.94233483,0.9469488,0.94103026,0.9417366,0.9426735,0.94215506,0.9424266,0.9416952,0.9423602,0.9435287,0.94546694,0.9454137,0.9473018,0.9423619,0.9424588,0.94560164,0.9451214,0.94516385,0.9442912,0.945392,0.946382,0.9464778,0.9487216,0.94771034,0.94989794,0.9467993,0.94183207,0.9418398,0.94554174,0.9412236,0.94121283
1,0.9405842,0.94075114,0.9405835,0.94077235,0.94072735,0.9404321,0.94052064,0.94044864,0.94916916,0.94104797,0.94051796,0.9417553,0.940784,0.94124,0.9416673,0.9409301,0.9491193,0.9421646,0.9415287,0.9412759,0.94092417,0.94088864,0.94208586,0.94167334,0.9512105,0.9417878,0.94133013,0.9412564,0.94115525,0.9408191,0.9412357,0.94120884,0.9425004,0.9487926,0.9459333,0.9461747,0.95386237,0.9402556,0.9412146,0.9413134,0.9407476,0.94087017,0.94329095,0.94281685,0.9410667,0.94224936,0.94241595,0.94250053,0.94394326,0.941393,0.94069934,0.94079566,0.94070345,0.9410194,0.9409305,0.94082886,0.9410898,0.9408834,0.9523606,0.94583213,0.9479864,0.94527566,0.94094914,0.9426384,0.9425562,0.9556665,0.94415283,0.942985,0.9526307,0.94241387,0.94209504,0.9415673,0.9418711,0.9409573,0.941153,0.94080025,0.9436375,0.9415068,0.94187945,0.95102847,0.94071525,0.9416762,0.9419583,0.94244444,0.94398135,0.9467663,0.95819896,0.9417669,0.94565123,0.94070333,0.9412567,0.9419569,0.9415569,0.94178927,0.94120055,0.9417896,0.94267964,0.9442759,0.9443113,0.9459629,0.9417257,0.9418063,0.94440347,0.9440203,0.9442202,0.94346267,0.94437337,0.9451468,0.94535905,0.9477142,0.94624716,0.9486254,0.94565827,0.9413149,0.94131714,0.9446789,0.94087285,0.94086677
2,0.94039387,0.9405045,0.94039285,0.9405002,0.940402,0.940255,0.94030714,0.94030607,0.9497517,0.9407139,0.9403315,0.94145006,0.9405664,0.9409248,0.94123816,0.94059265,0.94911754,0.9414613,0.9409615,0.94084513,0.9405314,0.94056726,0.9414169,0.9412774,0.9487953,0.9414232,0.94091773,0.94083613,0.94071513,0.9406276,0.94088906,0.9407716,0.9417834,0.9477081,0.9442026,0.9444046,0.952227,0.94016063,0.9409942,0.9410149,0.9405015,0.9405975,0.94269663,0.94228953,0.94068754,0.9416887,0.9417877,0.9419013,0.94317067,0.9410377,0.9404383,0.94052666,0.9404604,0.94070643,0.9406839,0.9405275,0.94081426,0.9406346,0.95142514,0.94481164,0.9465677,0.94431925,0.94074494,0.94195735,0.9418858,0.9531073,0.94321585,0.942452,0.95067596,0.9417058,0.9414337,0.941065,0.9412718,0.9407318,0.9408835,0.940598,0.943069,0.9411558,0.94153094,0.9486249,0.940472,0.9413735,0.9415308,0.9419482,0.94361436,0.9464608,0.95872897,0.9412308,0.9447724,0.94044805,0.9408417,0.94122887,0.9409906,0.9412112,0.9407729,0.941341,0.94206595,0.94309455,0.94302016,0.9444041,0.94122046,0.94125885,0.94338673,0.94308895,0.94337326,0.94252133,0.9435299,0.94417024,0.9445236,0.94734454,0.9443661,0.9479259,0.9453557,0.9408588,0.9408627,0.94419265,0.9406301,0.94061595
3,0.9409705,0.94116855,0.9409335,0.94120514,0.9411616,0.940715,0.94085306,0.9407522,0.9511835,0.9416172,0.94085646,0.9425691,0.94126344,0.9418879,0.9424179,0.94141805,0.951281,0.9430563,0.94221497,0.9419614,0.9414387,0.941411,0.9430204,0.9424774,0.95345753,0.9426449,0.94201124,0.9419312,0.9417685,0.9413129,0.9418764,0.94181573,0.9435317,0.95116156,0.9477314,0.94789225,0.95608974,0.9404564,0.9418813,0.9419841,0.9411695,0.9413675,0.9445834,0.94398594,0.9416117,0.9433048,0.9434,0.94361067,0.9453303,0.9420817,0.9411317,0.94127107,0.94115245,0.94155604,0.9414396,0.94129735,0.9416323,0.9414113,0.9541823,0.9476045,0.9500627,0.94701433,0.94153476,0.9437321,0.94363976,0.95797586,0.94560456,0.9442058,0.9553653,0.9433796,0.94299436,0.9423378,0.9428028,0.94149023,0.9417937,0.9412825,0.9449887,0.94224286,0.942728,0.9534306,0.9411329,0.94246745,0.9429087,0.94348395,0.94538134,0.94852126,0.96111625,0.94256294,0.9475802,0.94113284,0.9418827,0.9428465,0.94229215,0.9426764,0.9418147,0.9425857,0.94380194,0.94572717,0.9458466,0.94772714,0.9425711,0.9426161,0.9459023,0.945429,0.945576,0.9446865,0.945837,0.9467733,0.94709647,0.9494925,0.94812465,0.9507958,0.9474686,0.9419905,0.9419611,0.9460601,0.94137514,0.9413658
4,0.940841,0.94104123,0.94084525,0.94109654,0.9411136,0.94065017,0.9407717,0.94063896,0.9497325,0.9414385,0.94077146,0.9422145,0.94111603,0.94166064,0.9421734,0.94129556,0.9500097,0.9428724,0.94207746,0.94178826,0.94136274,0.9412983,0.94288707,0.9422391,0.95292276,0.94235504,0.94184774,0.9417901,0.9416394,0.94115204,0.9416771,0.94173175,0.9433055,0.9505421,0.94748616,0.94761264,0.9555254,0.94040453,0.9416227,0.9417475,0.9410463,0.94121796,0.94418997,0.9435677,0.94149554,0.9429832,0.94315094,0.94327974,0.9449452,0.9419068,0.94104993,0.9411675,0.9410346,0.9414225,0.94127434,0.9411908,0.9414216,0.9412537,0.95318484,0.9470919,0.94948906,0.9465222,0.94134206,0.9434708,0.9432769,0.958039,0.9452093,0.94376546,0.95488375,0.94320333,0.9428551,0.9421894,0.9425939,0.9412923,0.9415731,0.9411308,0.9445573,0.941994,0.9424071,0.95314676,0.9410158,0.94219834,0.9426642,0.94312066,0.944821,0.94757634,0.9597387,0.94233596,0.94699734,0.94102824,0.94173425,0.94273055,0.9421722,0.94249976,0.94168216,0.94239146,0.94343156,0.94545186,0.94551706,0.94744945,0.94235694,0.9423906,0.94552416,0.9449785,0.9451963,0.94440514,0.945414,0.94618195,0.94655,0.9486794,0.9479095,0.94996303,0.9467196,0.9418738,0.9418102,0.94549805,0.94122535,0.9412014
5,0.9408488,0.9410743,0.9408431,0.9410976,0.94109213,0.9406486,0.9407734,0.9406532,0.95010304,0.9414587,0.9407767,0.94225657,0.9411262,0.9416949,0.9422291,0.9413194,0.9502217,0.94289213,0.9421318,0.9418142,0.9413723,0.9412817,0.9428278,0.9422367,0.9532141,0.9423992,0.94184387,0.9417584,0.941638,0.9411461,0.9416965,0.9417153,0.94321865,0.9504632,0.9474397,0.94762784,0.9555454,0.9403967,0.94164324,0.941776,0.9410732,0.94123054,0.94418633,0.94353133,0.9415135,0.94297606,0.9431676,0.9432926,0.9448705,0.94189674,0.94103247,0.941157,0.9410487,0.9414259,0.94130504,0.94119096,0.9414732,0.9412552,0.95369,0.9470834,0.9496021,0.9465522,0.9413331,0.94343555,0.9433105,0.95793784,0.94520193,0.9437904,0.9547783,0.9431917,0.94283766,0.94219184,0.94256425,0.94130117,0.9415932,0.9411269,0.9444742,0.94202375,0.9424487,0.95324546,0.9410267,0.9421838,0.942609,0.943125,0.9448344,0.94770646,0.9596387,0.94237006,0.9470389,0.94103134,0.94174296,0.94270444,0.94216156,0.9424493,0.941688,0.9423822,0.9434371,0.9454811,0.94547284,0.9474719,0.94235927,0.9424264,0.94553035,0.9450326,0.94522136,0.9444372,0.9453582,0.946186,0.9465378,0.9488662,0.94794375,0.94994915,0.9467529,0.9418556,0.94181395,0.9455978,0.9412251,0.9412278
6,0.9404695,0.94058985,0.94048077,0.9406417,0.9406588,0.9403572,0.94042295,0.9403485,0.9482717,0.9408808,0.94045436,0.94150686,0.94065017,0.94101095,0.9413996,0.9407984,0.9482538,0.94182914,0.9413256,0.9410912,0.9407951,0.94078046,0.94183946,0.94138396,0.95037466,0.94155407,0.9411869,0.94111484,0.9409908,0.9406876,0.9410475,0.94105744,0.94216686,0.94825214,0.94543517,0.94563425,0.95303184,0.9402068,0.94100094,0.94108105,0.940621,0.9407108,0.9427101,0.9425003,0.94091254,0.9419366,0.94210577,0.9422161,0.94337475,0.94115746,0.94059175,0.94069403,0.94062185,0.9408774,0.94079804,0.9407046,0.94087374,0.9407662,0.9513566,0.9452931,0.9473707,0.94479626,0.9407913,0.9422949,0.9422129,0.9554475,0.9436871,0.9425345,0.95194024,0.94210744,0.9418037,0.9413416,0.9416306,0.9408131,0.94098175,0.940646,0.9432329,0.94125694,0.94161314,0.9508378,0.9405781,0.9414197,0.94170755,0.94202566,0.9435558,0.945847,0.95650685,0.9415333,0.94502693,0.9406177,0.9410921,0.9417178,0.94135594,0.9416668,0.9410191,0.9415886,0.942387,0.943923,0.9439256,0.9456833,0.94148725,0.94158363,0.9440043,0.94352674,0.94382674,0.9431163,0.9440519,0.94452524,0.94492763,0.9467529,0.94586456,0.9474341,0.94484055,0.94114804,0.94112283,0.9439732,0.94076043,0.9407395
7,0.9406604,0.9408719,0.9406595,0.9408561,0.9407896,0.94048566,0.94057894,0.9405187,0.94955546,0.94115937,0.9405771,0.9419669,0.9408929,0.941447,0.9418223,0.9410155,0.9497211,0.94234926,0.9416512,0.9414751,0.9410062,0.9410088,0.94225657,0.94185936,0.9516133,0.9419999,0.9414812,0.94140106,0.9412942,0.94093436,0.94139874,0.94133735,0.94268227,0.9495138,0.94639933,0.9465275,0.9545479,0.94029987,0.94137204,0.9414523,0.940836,0.9409935,0.94366544,0.94299155,0.94118893,0.94245857,0.94264036,0.9427536,0.94425356,0.9415558,0.94077635,0.94087523,0.940805,0.9411296,0.9410468,0.94090384,0.94120276,0.94100577,0.9529857,0.9463026,0.94834876,0.9456901,0.9411012,0.94283307,0.9427937,0.9561606,0.9444493,0.9433711,0.9535703,0.94263655,0.94224465,0.94172525,0.9420482,0.94107085,0.94132733,0.9409246,0.94394577,0.94165766,0.94209725,0.9515545,0.9407926,0.9418786,0.9421753,0.9426854,0.94422805,0.94734293,0.95914453,0.94190735,0.94617295,0.94080913,0.94137365,0.9421187,0.94174874,0.9419483,0.94133323,0.94200075,0.94294596,0.94461304,0.94456124,0.94635195,0.9419054,0.9420065,0.9446748,0.94437164,0.94448334,0.9437227,0.94454443,0.94552314,0.9457704,0.948191,0.94663316,0.94906974,0.9461563,0.9414475,0.94146454,0.9450773,0.9409651,0.94097793
8,0.9408032,0.94099844,0.9408036,0.94102,0.9409861,0.9405982,0.9407135,0.94062006,0.9502783,0.94137603,0.9407267,0.94222546,0.9410758,0.941618,0.94211984,0.94121283,0.9502644,0.9427087,0.9419492,0.9417004,0.9412361,0.9412037,0.94267905,0.94216365,0.9524574,0.9423389,0.9417466,0.9416661,0.9415135,0.9411184,0.9416224,0.9416075,0.9430762,0.950391,0.9470329,0.94719833,0.9553533,0.9403774,0.9416119,0.94170535,0.94099903,0.94116706,0.94411314,0.9434549,0.9414038,0.942866,0.94303,0.9431797,0.944761,0.9418294,0.94096446,0.9410904,0.9409858,0.9413449,0.9412537,0.94110173,0.94139296,0.94120365,0.95332664,0.94693863,0.9493039,0.9463243,0.94131625,0.94329786,0.9431579,0.957409,0.9450279,0.94371504,0.9545183,0.9430402,0.94266206,0.9420652,0.9424417,0.9412625,0.94154495,0.9410921,0.94444656,0.9419527,0.9423727,0.9526933,0.94096136,0.94217515,0.94257504,0.9430463,0.9448669,0.9477172,0.9601404,0.94224066,0.94692147,0.9409667,0.941619,0.9425039,0.9420203,0.94233114,0.9415551,0.9423081,0.9432952,0.9451433,0.9451849,0.9471365,0.9422314,0.9422755,0.9452798,0.9448058,0.9450779,0.9442247,0.94524544,0.9459822,0.9464463,0.9488142,0.94749725,0.9498678,0.9468026,0.9417439,0.9416963,0.9455479,0.9411776,0.94115746
9,0.9407123,0.9408528,0.9406895,0.9408223,0.94069797,0.9404547,0.9405676,0.9405659,0.9534095,0.94125646,0.9406191,0.9423299,0.9409394,0.9414107,0.94200844,0.9409917,0.9518732,0.94220734,0.9416083,0.9413206,0.9409479,0.94088465,0.94212484,0.94199616,0.9513786,0.94229245,0.9414463,0.94135153,0.94119203,0.94104344,0.94142145,0.941224,0.9425911,0.94945604,0.9455652,0.9460161,0.9550109,0.94029933,0.94160396,0.9416714,0.94089705,0.9409688,0.943797,0.9435166,0.9410829,0.9426224,0.94261646,0.9428752,0.9443648,0.9415846,0.9407729,0.940925,0.94082874,0.94115585,0.94116825,0.9409398,0.9414005,0.941061,0.9541755,0.94635713,0.94870013,0.9457661,0.9412019,0.94290894,0.9429209,0.95545244,0.9446965,0.9434155,0.9524646,0.94248384,0.94219077,0.9417178,0.94207716,0.94120103,0.9414285,0.94094276,0.9442421,0.9418982,0.9423539,0.95091593,0.9408439,0.9420579,0.94230294,0.9428955,0.9454168,0.9484209,0.9613503,0.94206524,0.9465299,0.9407605,0.9413496,0.9419142,0.94148475,0.9418841,0.9412097,0.94195455,0.9430399,0.9442989,0.94436866,0.94611603,0.94191974,0.94202894,0.94489783,0.94444513,0.94485855,0.94368625,0.94525516,0.9457446,0.9463337,0.9494828,0.9461733,0.9500878,0.94737184,0.9413712,0.9413838,0.9457939,0.9411107,0.9410706
